28|84.633331
28|85.416664
27.716667|85.316666
28.130989|82.297256
28.614647|84.147202
27.716667|85.316666
28.666668|84.01667
28.200001|84.366669
27.533333|83.666664
27.733334|85.300003
27.715141|85.310211
28.233334|83.98333
28.783333|83.73333
27.5|83.416664
27.700001|85.349998
27.713699|85.503098
27.98333|83.76667
28.5|81.133331
27.86731|83.5467
26.65411|86.208702
26.533331|86.75
27.581381|85.512398
26.856791|85.558113
28.91667|80.333328
26.72958|86.495148
27.374689|87.203903
26.718281|85.906464
26.64711|85.800812
26.66667|87.283333
26.91667|87.916672
26.90943|87.928238
27.428391|85.032188
28.23333|81.333328
26.76667|85.26667
26.812481|87.283546
26.98333|87.333328
28.70792|80.596107
29.841209|80.52874
28.83333|81.666672
28.844339|81.710114
29.29842|80.580589
27.70055|83.448357
27.010429|84.87735
26.544041|88.09436
27.629789|85.521378
28.271891|83.58976
28.60194|81.633888
28|84
28.818281|83.773842
28.833332|83.783333
28.821741|83.829529
28.819372|83.848106
28.816668|83.883331
28.683332|83.98333
28.658733|84.036827
28.641411|84.087379
28.642143|84.137505
28.616266|84.153664
28.572914|84.190163
28.553692|84.250977
28.516666|84.349998
28.35|84.383331
28.333889|84.419167
28.282162|84.359123
27.483334|83.23333
27.483334|83.283333
27.5|83.449997
27.566668|83.949997
27.566668|84.033333
27.616667|84.116669
27.583332|84.23333
27.700001|84.400002
27.683332|84.416664
27.683332|84.433334
27.633333|84.5
27.766666|84.566666
27.716667|84.783333
27.633333|85.066666
27.716667|85.150002
27.683332|85.183334
27.666668|85.283333
27.666668|85.316666
27.666668|85.333336
27.683332|85.333336
27.666668|85.26667
27.683332|85.116669
27.866667|84.916664
27.816668|84.783333
27.883333|84.683334
27.933332|84.416664
28.033333|84.333336
28.083332|84.25
28.049999|84.066666
28.116667|84.166664
28.216667|84
28.116667|84.433334
28.016666|85.5
27.700001|86.716667
27.816668|86.716667
27.833332|86.76667
27.85|86.816666
27.9|86.833336
27.916668|86.800003
27.950001|86.816666
27.85|86.75
27.950001|86.616669
27.833332|86.716667
27.85|86.800003
27.583332|86.699997
27.583332|86.533333
27.566668|86.199997
27.6|86.166664
27.633333|86.066666
27.666668|86.033333
27.633333|85.916664
27.65|85.699997
27.65|85.616669
27.700001|85.51667
27.716667|85.449997
27.716667|85.366669
27.683332|85.383331
27.667337|85.416725
27.666668|86.716667
27.583332|86.349998
27.583332|86.25
27.683332|85.416664
27.9|86.833336
27.166668|87.916664
27.333332|86.666664
28.833332|83.5
28.166668|84.5
28.170389|83.938293
27.91667|84.25
28.00094|84.030571
28.00042|84.000778
27.454359|85.223007
27.91667|85.25
27.989901|85.439941
27.985451|85.424698
28.33333|84.833328
27.9804|84.605301
27.996189|84.630653
28.66667|84.25
28.597429|84.149063
28.33333|84
28.21386|83.99218
28.231001|83.98391
28.91667|83.916672
28.76696|83.770432
28.784361|83.73513
28.25|84.416672
28.20573|84.380539
28.199881|84.371452
28.849649|83.727898
28.83882|83.787109
28.660391|83.925346
28.67861|83.975517
28.5338|84.269928
28.370001|84.381828
28.34211|84.381203
28.32102|84.36631
27.75|83.5
27.66667|83.416672
27.502661|83.448341
27.66667|83.916672
27.52935|83.6735
27.52878|83.661621
27.57535|84.059471
27.56111|84.037491
27.61747|84.127563
27.622061|84.117218
27.707899|84.396339
27.70216|84.400383
27.366671|84.916672
27.58333|84.5
27.77109|84.54248
27.764071|84.563408
28|84.916672
27.703199|85.156998
27.71784|85.1492
27.41667|85.25
27.647539|85.169281
27.67441|85.18428
27.66667|85.283333
27.58333|85.333328
27.6691|85.319901
27.666599|85.335037
27.75|85.416672
27.70731|85.322182
27.680861|85.334251
27.870199|84.911102
27.864161|84.913887
28.036249|84.334641
28.03129|84.334068
28.060459|84.267509
28.084221|84.25209
28.05267|84.030937
28.051809|84.063431
28.118429|84.153458
28.122789|84.168121
28.13188|84.419907
28.114571|84.429062
27.829359|85.545036
27.993549|85.54435
28.0037|85.507423
27.239981|87.148018
27.75|86.75
27.7139|86.736519
27.697809|86.721741
27.87332|86.757339
27.81604|86.713219
27.837379|86.768822
27.85405|86.822388
27.8964|86.837059
27.849939|86.752823
27.83148|86.666191
27.94282|86.610863
27.663601|85.411499
27.15|87.316673
28.41667|83.166672
27.69632|85.354942
27.666161|85.415756
26.483101|87.283371
27.33333|86
26.83|86.010002
26.6961|85.911797
26.69743|85.913887
28.27663|83.589157
28.26368|83.605827
29.059771|82.313347
28.58333|81.666672
28.049999|81.616669
26.66667|87.5
26.452499|87.274101
26.484381|87.27092
27.33333|84.833328
27.30599|84.671509
27.322781|84.654846
28.51746|81.778702
28.61198|81.619041
28.58744|81.63163
27.08333|85.083328
27.1912|85.005898
27.15839|84.987831
28.19623|83.981262
29.5|82.416672
29.27528|82.183327
29.315201|82.175598
29.273291|82.193932
28.37858|82.170303
27.3256|86.087677
28.088671|82.88427
27.952511|85.948471
29.274719|82.18383
27.93565|81.775551
27.171499|87.046066
28.300579|81.3536
29.049999|81.300003
29.26083|80.940002
28.426729|83.690758
28.51746|81.778702
28.64831|84.102791
27.628811|85.459343
